YEAR,TIMES,N1,N2,N3,N4,N5,N6,S1
2018,1,12,18,28,35,39,42,36
2018,2,01,12,21,31,36,49,23
2018,3,03,29,31,43,47,49,19
2018,4,02,21,27,30,36,37,04
2018,5,02,05,23,24,27,34,08
2018,6,03,20,27,32,37,41,44
2018,7,03,14,23,36,40,47,20
2018,8,08,17,26,33,43,45,40
2018,9,04,07,11,12,40,49,25
2018,10,20,23,26,29,47,49,39
2018,11,02,04,12,25,40,49,08
2018,12,03,19,26,28,35,48,32
2018,13,13,16,22,28,37,41,34
2018,14,01,02,09,27,33,45,38
2018,15,02,09,18,27,32,42,12
2018,16,01,19,21,32,43,45,34
2018,17,03,05,25,42,43,44,02
2018,18,04,12,19,20,30,39,05
2018,19,17,20,34,38,42,45,05
2018,20,13,24,28,31,41,43,16
2018,21,02,14,15,17,18,29,01
2018,22,06,10,11,23,28,43,21
2018,23,02,11,17,19,35,37,20
2018,24,01,06,30,43,44,48,07
2018,25,07,18,19,26,27,39,02
2018,26,05,16,20,25,34,42,02
2018,27,13,16,25,35,38,49,33
2018,28,04,06,23,33,40,47,30
2018,29,03,22,27,29,42,45,10
2018,30,10,18,21,29,33,46,36
2018,31,12,19,23,28,35,45,06
2018,32,05,12,24,27,30,47,43
2018,33,09,13,16,18,19,34,21
2018,34,21,29,31,41,46,49,36
2018,35,19,24,29,39,40,42,30
2018,36,04,20,23,27,31,43,03
2018,37,01,15,23,34,43,48,25
2018,38,01,02,09,11,37,41,18
2018,39,12,14,15,36,38,40,42
2018,40,03,08,16,22,28,32,24
2018,41,20,21,33,40,45,49,43
2018,42,10,14,28,30,42,44,35
2018,43,12,20,21,28,33,41,09
2018,44,08,12,20,33,35,45,42
2018,45,02,15,17,18,21,44,14
2018,46,01,05,10,20,21,25,43
2018,47,12,24,30,31,32,34,41
2018,48,03,24,40,44,45,49,08
2018,49,03,14,18,28,31,40,38
2018,50,12,19,25,31,36,49,11
2018,51,01,06,09,19,21,23,43
2018,52,05,08,09,19,32,44,39
2018,53,03,16,23,30,43,46,26
2018,54,14,23,29,36,37,47,25
2018,55,07,12,14,22,31,33,38
2018,56,04,05,07,11,12,13,18
2018,57,01,12,22,40,42,44,28
2018,58,03,06,11,22,45,46,01
2018,59,03,05,28,33,40,49,32
2018,60,04,15,30,33,38,41,16
2018,61,06,10,24,34,40,45,09
2018,62,05,32,34,36,38,43,25
2018,63,11,23,35,41,46,49,47
2018,64,30,31,34,40,41,42,33
2018,65,02,10,24,28,35,39,27
2018,66,01,07,20,21,35,48,22
2018,67,02,07,21,31,33,42,24
2018,68,16,23,24,31,33,34,18
2018,69,02,09,16,18,24,46,47
2018,70,08,17,07,42,12,33,26
2018,71,06,13,23,29,38,45,41
2018,72,05,06,16,18,30,32,27
2018,73,03,21,22,41,45,49,10
2018,74,01,13,20,34,38,40,29
2018,75,08,17,20,26,40,46,19
2018,76,06,08,29,38,41,49,02
2018,77,01,05,07,08,30,33,22
2018,78,07,13,22,27,33,36,45
2018,79,06,10,32,36,41,48,47
2018,80,12,16,23,25,40,42,20
2018,81,13,14,15,37,38,44,40
2018,82,02,16,17,27,32,37,12
2018,83,22,32,37,44,46,49,38
2018,84,05,07,11,26,30,43,17
2018,85,24,27,36,43,44,46,30
2018,86,03,05,11,34,35,45,28
2018,87,04,15,23,34,37,48,30
2018,88,04,21,25,39,46,47,12
2018,89,08,10,11,20,21,34,13
2018,90,01,11,25,38,47,49,37
2018,91,32,37,38,42,43,49,24
2018,92,09,13,16,27,29,41,37
2018,93,02,14,24,37,42,47,20
2018,94,03,10,18,28,40,47,04
2018,95,12,14,22,30,38,44,34
2018,96,03,04,19,28,31,48,27
2018,97,09,18,26,30,36,46,02
2018,98,04,15,21,23,44,46,13
2018,99,10,13,20,26,35,45,37
2018,100,04,05,33,36,44,47,13
2018,101,17,26,30,33,38,49,47
2018,102,07,09,12,18,41,46,33
2018,103,31,36,38,45,47,49,37
2018,104,14,20,22,39,41,48,35
2018,105,04,06,11,33,37,48,41
2018,106,09,11,18,23,32,48,26
2018,107,05,06,17,26,40,41,46
2018,108,02,13,21,23,32,40,30
2018,109,05,14,20,22,24,48,04
2018,110,14,17,30,46,48,49,36
2018,111,09,31,34,35,37,38,16
2018,112,13,18,23,28,33,49,19
2018,113,13,19,34,35,45,46,27
2018,114,02,10,35,39,44,49,08
2018,115,07,09,18,27,44,45,15
2018,116,07,09,19,29,39,42,41
2018,117,08,14,21,24,34,43,01
2018,118,07,11,19,32,45,46,37
2018,119,10,13,22,25,40,42,05
2018,120,06,17,20,34,36,44,15
2018,121,06,13,20,25,27,29,21
2018,122,01,05,15,39,45,47,43
2018,123,04,07,10,22,34,42,38
2018,124,09,13,15,16,20,32,12
2018,125,04,19,24,38,39,44,46
2018,126,01,08,22,23,46,47,12
2018,127,09,16,22,24,40,47,17
2018,128,06,24,26,36,44,49,08
2018,129,08,22,30,34,35,37,29
2018,130,02,10,29,32,40,41,44
2018,131,05,09,12,14,42,43,45
2018,132,04,12,14,17,29,35,38
2018,133,15,16,18,22,26,48,34
2018,134,03,08,13,25,30,34,32
2018,135,07,08,15,27,29,38,39
2018,136,14,25,31,34,36,43,35
2018,137,02,20,29,32,38,39,47
2018,138,08,11,14,20,22,31,19
2018,139,08,20,32,40,44,46,34
2018,140,20,27,29,40,45,48,43
2018,141,07,08,10,20,33,42,22
2018,142,01,15,21,23,24,33,39
2018,143,05,10,30,33,36,37,22
2018,144,01,10,11,13,30,33,45
2018,145,04,07,08,12,13,26,42
2018,146,07,20,33,46,48,49,04
2018,147,02,14,16,32,41,47,23
2018,148,01,04,17,22,23,35,37
2018,149,06,07,13,33,35,46,43
