YEAR,TIMES,N1,N2,N3,N4,N5,N6,S1
1995,1,10,11,22,27,38,39,43
1995,2,4,17,23,27,32,45,29
1995,3,5,6,24,26,27,43,7
1995,4,5,9,19,20,32,44,39
1995,5,5,10,11,14,22,28,20
1995,6,2,11,21,41,42,45,28
1995,7,14,16,22,29,36,41,37
1995,8,1,22,24,28,39,42,38
1995,9,8,9,16,21,24,33,35
1995,10,10,11,26,27,33,35,3
1995,11,3,4,5,9,15,22,32
1995,12,5,11,13,15,35,36,2
1995,13,2,3,9,14,22,44,5
1995,14,7,18,23,25,38,44,36
1995,15,6,8,10,34,39,41,4
1995,16,14,27,33,38,43,44,31
1995,17,9,24,28,31,35,39,32
1995,18,3,4,5,15,38,45,14
1995,19,1,4,12,19,41,44,2
1995,20,16,23,26,27,33,40,35
1995,21,9,12,20,33,36,42,43
1995,22,19,26,30,35,36,45,17
1995,23,7,10,11,22,33,41,1
1995,24,4,13,15,21,26,27,40
1995,25,18,19,22,31,39,40,35
1995,26,6,17,33,37,38,44,4
1995,27,2,21,25,28,32,43,33
1995,28,3,13,18,21,30,35,22
1995,29,2,4,22,27,28,44,12
1995,30,2,3,7,34,38,43,15
1995,31,3,5,21,26,37,40,15
1995,32,1,4,30,32,34,36,31
1995,33,1,10,20,24,30,42,25
1995,34,1,3,14,18,23,25,29
1995,35,2,3,4,7,34,43,11
1995,36,3,7,10,15,27,42,23
1995,37,8,17,32,35,39,44,27
1995,38,7,14,19,26,28,34,45
1995,39,4,9,10,15,37,44,38
1995,40,3,15,32,34,35,37,41
1995,41,11,21,27,36,42,45,7
1995,42,2,8,13,22,42,44,41
1995,43,4,8,15,22,24,29,26
1995,44,9,10,21,24,27,41,23
1995,45,8,16,18,21,23,32,33
1995,46,15,20,27,37,40,41,39
1995,47,14,20,24,36,38,44,42
1995,48,4,7,9,16,18,24,13
1995,49,14,20,33,34,36,44,10
1995,50,4,16,21,37,39,43,40
1995,51,1,2,5,12,24,45,19
1995,52,8,26,27,37,39,45,34
1995,53,2,10,15,19,43,44,11
1995,54,13,30,35,36,40,45,34
1995,55,4,7,8,21,23,24,30
1995,56,5,6,15,16,17,40,30
1995,57,9,14,19,23,41,44,18
1995,58,1,2,13,15,30,31,37
1995,59,16,19,29,30,36,37,10
1995,60,16,18,20,21,22,35,23
1995,61,5,7,8,10,20,42,38
1995,62,12,36,38,41,44,45,1
1995,63,5,6,28,31,35,42,36
1995,64,1,6,7,17,37,42,5
1995,65,6,19,22,35,37,40,45
1995,66,10,15,18,19,20,23,26
1995,67,2,15,22,23,24,36,16
1995,68,3,9,14,22,34,44,40
1995,69,2,17,22,25,36,45,39
1995,70,4,8,10,13,31,39,14
1995,71,6,14,16,19,28,31,7
1995,72,2,11,14,16,23,27,28
1995,73,8,18,34,35,37,39,4
1995,74,19,25,28,34,39,42,33
1995,75,1,23,24,29,31,38,25
1995,76,1,18,20,27,31,37,19
1995,77,2,14,23,26,34,38,43
1995,78,1,8,15,31,34,35,9
1995,79,8,10,23,31,39,44,17
1995,80,12,19,27,29,31,35,1
1995,81,1,5,14,17,37,45,24
1995,82,8,19,26,28,29,40,43
1995,83,6,14,29,33,35,39,34
1995,84,4,19,26,30,33,39,22
1995,85,11,12,18,26,27,40,20
1995,86,4,9,21,23,25,45,42
1995,87,2,9,14,20,21,30,45
1995,88,1,16,17,19,21,36,41
1995,89,7,14,19,25,33,43,44
1995,90,1,7,10,13,34,38,12
1995,91,15,18,34,36,40,43,19
1995,92,2,14,16,33,36,37,12
1995,93,2,4,12,18,30,39,44
1995,94,3,16,17,25,27,31,43
1995,95,5,6,12,13,28,35,20
1995,96,1,11,28,29,33,42,9
1995,97,5,24,35,39,41,42,45
1995,98,5,17,18,36,37,40,42
1995,99,1,16,26,28,39,41,37
1995,100,5,10,16,25,33,34,6
1995,101,3,5,8,22,25,28,15
