YEAR,TIMES,N1,N2,N3,N4,N5,N6,S1
2001,1,13,20,35,38,44,45,05
2001,2,06,16,18,19,29,37,25
2001,3,02,09,14,26,35,39,11
2001,4,03,08,11,14,24,41,30
2001,5,05,12,15,30,43,44,19
2001,6,10,20,35,43,45,46,28
2001,7,04,21,22,37,42,45,09
2001,8,04,27,38,42,43,47,19
2001,9,11,18,24,30,34,37,23
2001,10,08,28,29,45,46,47,13
2001,11,07,12,13,17,36,42,27
2001,12,09,12,14,22,29,43,08
2001,13,18,21,23,28,30,32,01
2001,14,05,09,18,20,41,44,14
2001,15,02,11,16,29,40,46,47
2001,16,01,10,24,25,43,47,34
2001,17,01,13,18,37,39,40,34
2001,18,09,19,20,28,29,35,15
2001,19,08,13,20,27,37,38,45
2001,20,07,19,26,36,37,42,33
2001,21,03,08,09,26,31,43,23
2001,22,11,18,20,26,28,47,10
2001,23,09,11,13,23,30,44,32
2001,24,05,09,19,32,39,45,13
2001,25,04,07,10,11,21,45,38
2001,26,07,10,25,27,33,41,19
2001,27,14,33,36,37,39,44,40
2001,28,03,12,15,18,23,34,42
2001,29,12,15,27,36,37,46,22
2001,30,04,06,28,30,36,39,10
2001,31,05,07,18,19,46,47,43
2001,32,14,18,26,27,33,41,35
2001,33,01,14,21,36,42,46,26
2001,34,08,19,25,32,41,46,27
2001,35,03,20,28,37,41,42,09
2001,36,03,05,15,17,34,37,40
2001,37,01,13,24,29,34,47,20
2001,38,01,11,14,26,39,46,18
2001,39,10,11,19,23,39,44,17
2001,40,05,07,10,12,18,39,45
2001,41,06,24,36,37,41,45,09
2001,42,01,12,13,29,37,40,32
2001,43,09,10,12,18,31,37,14
2001,44,04,16,19,25,34,44,33
2001,45,08,19,32,37,44,45,40
2001,46,02,08,14,21,26,27,24
2001,47,01,20,22,33,35,45,11
2001,48,01,08,14,29,33,44,05
2001,49,11,23,29,33,36,45,20
2001,50,14,15,19,24,32,39,47
2001,51,12,16,23,27,35,38,19
2001,52,04,11,15,28,29,40,16
2001,53,07,17,21,26,40,45,37
2001,54,02,04,20,21,22,39,27
2001,55,09,15,31,33,38,41,44
2001,56,02,24,25,32,35,45,01
2001,57,01,02,13,14,21,47,42
2001,58,09,26,28,33,35,46,32
2001,59,01,05,09,23,30,41,04
2001,60,03,12,24,33,34,45,40
2001,61,09,16,21,25,32,33,38
2001,62,04,05,06,21,25,27,16
2001,63,13,21,25,32,33,37,20
2001,64,02,08,17,20,32,46,15
2001,65,05,16,20,28,31,38,15
2001,66,03,08,10,12,35,37,02
2001,67,02,09,14,28,45,46,15
2001,68,18,24,27,28,32,36,39
2001,69,01,07,14,16,18,47,40
2001,70,02,10,21,28,29,44,30
2001,71,02,08,10,11,15,21,07
2001,72,07,20,21,22,24,34,19
2001,73,04,18,31,32,37,40,15
2001,74,01,10,13,14,27,35,02
2001,75,01,04,08,12,29,34,18
2001,76,05,18,28,31,37,45,36
2001,77,02,06,07,13,22,26,35
2001,78,16,21,28,33,39,46,03
2001,79,04,14,17,36,38,47,42
2001,80,08,09,15,23,27,34,36
2001,81,06,13,15,24,34,44,31
2001,82,07,08,09,33,36,37,12
2001,83,06,12,14,19,21,29,45
2001,84,07,20,27,29,32,44,33
2001,85,07,18,27,36,40,43,28
2001,86,02,03,12,30,33,36,07
2001,87,02,20,31,35,39,45,24
2001,88,21,28,29,30,34,39,40
2001,89,01,02,06,32,34,42,41
2001,90,07,09,20,21,39,43,34
2001,91,06,20,21,32,38,41,33
2001,92,06,07,13,16,21,46,17
2001,93,04,19,31,32,41,43,30
2001,94,12,18,22,28,32,38,29
2001,95,12,20,25,29,40,41,11
2001,96,03,06,12,18,27,30,38
2001,97,01,03,09,37,38,42,02
2001,98,10,21,29,31,38,41,26
2001,99,09,17,31,32,37,46,27
2001,100,03,12,18,24,34,43,41
2001,101,01,13,20,23,33,38,03
2001,102,02,08,30,35,37,44,01
2001,103,03,30,37,40,41,44,19
2001,104,02,11,15,32,33,41,40
2001,105,11,16,32,35,38,39,12
2001,106,12,20,21,29,32,47,09
2001,107,03,09,14,16,36,41,43
2001,108,06,10,19,29,30,36,01
2001,109,13,26,27,32,40,43,41
2001,110,02,03,21,25,33,46,07
